USERNAME,ABOUT
Anton Shmatko,"👦Hi there!My name is Anton and I have been working as a UI/UX designer for over 6 years. My huge experience and deep fundamental knowledge of design allows me to work with almost any industry. I can design a website, a mobile app, an e-commerce site, a large Saas platform, and much more from scratch.I provide&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>👦Hi there!My name is Anton and I have been working as a UI/UX designer for over 6 years. My huge experience and deep fundamental knowledge of design allows me to work with almost any industry. I can design a website, a mobile app, an e-commerce site, a large Saas platform, and much more from scratch.I provide high-end and up-to-date designs using the latest tools and technology available. I know exactly, what are the opportunities and constraints of HTML/CSS/JS and I create the design easy to implement for front-end developers.🖥️I am working with :✓ Figma✓ Sketch✓ Adobe Photoshop✓ Adobe After Effects✓ Adobe XD✓ InVision✓ Zeplin💡My skills:✓ UX research✓ Wireframes✓ UI Design✓ Prototyping✓ Style Guide✓ Mobile Apps✓ Web Apps✓ Landing pages✓ Responsive design✓ UI kit💼 Industries:✓ Fintech✓ Education✓ E-commerce✓ Travel✓ Entertainment✓ Specialized Consumer Services✓ Health Care🔥 I am an open person and I always work conscientiously. If you are interested in high-quality design, I would be glad to discuss your project!E-mail: antonshmatko.designs@gmail.comSkype: headbikbathbiu <span class='variable-text-link fake-link'> Read Less</span></div>"
Сергей Манунов,None
Nikita Strunkis,None
Paresh Sagar,The CEO of Excellent WebWorld and a digital marketing expert. Paresh loves to experiment with new techniques and strategies. The posts written by Paresh are awesome for businesses who are seeking for marketing ideas.
Alice Cooker,"My specialization is graphic / web / UX + UI design.I use simple, discreet colors, and I paint minimalist graphics.Working with me is simple and transparent."
Elizaveta Novikova,E-mail: isupova.97@mail.ruTelegram: t.me/ElizavetaIsupova📌 Прототипы📌 Лендинги📌 Многостраничные сайты📌 Порталы📌 Адаптивный дизайн✅  Внимательно отношусь к деталям и учитываю все пожелания;✅  На связи каждый день 🙃;✅  Чётко соблюдаю сроки.
Hamza Anjum,"Experienced UI and Graphic designer with up to 4 years of experience and a demonstrated history of working in information technology with different services and designing industries.My goal is to help business owners and entrepreneurs to translate their vision about their brands into something astronomically ama&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Experienced UI and Graphic designer with up to 4 years of experience and a demonstrated history of working in information technology with different services and designing industries.My goal is to help business owners and entrepreneurs to translate their vision about their brands into something astronomically amazing that sells. I invest the time to get to know the business from the inside out and then create and deliver a unique brand experience.– Available for Web design, UI, and Graphic Design Projects <span class='variable-text-link fake-link'> Read Less</span></div>"
L E ✷ ✷,None
Emi Rustamovna,Web DesignApp DesignUI/UXPrototypingGraphic designBranding
Ksu Issakhanova,None
Алёна Севостьянова,None
Vania Elak,None
Kseniya Dygalo,None
Evgenia Anenkova,"Hello! My name is Evgenia and I`m in love with sketching and illustration, UI design and UX engineering My email - anenkova.evgenia@gmail.comI do:- Illustration:   - Character design   - Flat illustrations for web articles   - Infographic and icon design - Logo  design- Graphic design (sticker packs, b&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hello! My name is Evgenia and I`m in love with sketching and illustration, UI design and UX engineering My email - anenkova.evgenia@gmail.comI do:- Illustration:   - Character design   - Flat illustrations for web articles   - Infographic and icon design - Logo  design- Graphic design (sticker packs, business cards)- Brochures- Postcard illustrations- UI kit- Wireframes- Prototyping- Design System (UI style guide)- Working with Bootstrap systemI like to fully immerse in the process and pay attention to details. Feel free to contact me! <span class='variable-text-link fake-link'> Read Less</span></div>"
TOP ONE,None
Николай Гурков,"Приветствую! Меня зовут Николай,я Веб-дизайнерЗАНИМАЮСЬ ДИЗАЙНОМ:• Лендингов• Квизов• Интернет-магазинов• Редизайном сайтов• Оформлением соц. сетейРазработаю для вашей компании индивидуальный дизайн сайта,который будет вы&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Приветствую! Меня зовут Николай,я Веб-дизайнерЗАНИМАЮСЬ ДИЗАЙНОМ:• Лендингов• Квизов• Интернет-магазинов• Редизайном сайтов• Оформлением соц. сетейРазработаю для вашей компании индивидуальный дизайн сайта,который будет выделять вашу компанию на фоне конкурентов. С нуля в Figma, за 4-5 дней, каждый день отчет выполненной работы.Так же порекомендую вам своего коллегу верстальщика, чтобы вам не пришлось его долго искать.ПОЧЕМУ ВАМ СТОИТ ВЫБРАТЬ МЕНЯ ИСПОЛНИТЕЛЕМ?• 100+ отзывов • Реальные кейсы• Без срыва сроков• В процессе работы всегда на связи• Адекватные цены• Провожу анализ конкурентов• Аргументирую каждое решение в дизайнеНапишите мне прямо сейчас и я отвечу вам в течение 10-15 минут. Ознакомлюсь с вашим ТЗ, рассчитаю стоимость и приступлю к работе.Ознакомиться с отзывами можно по ссылке https://vk.com/topic-199459700_46403550 Телеграм @Nikolai_GurkovВконтакте https://vk.com/k.gurkov <span class='variable-text-link fake-link'> Read Less</span></div>"
